nameseq,A_AA,A_AC,A_AG,A_AT,A_CA,A_CC,A_CG,A_CT,A_GA,A_GC,A_GG,A_GT,A_TA,A_TC,A_TG,A_TT,C_AA,C_AC,C_AG,C_AT,C_CA,C_CC,C_CG,C_CT,C_GA,C_GC,C_GG,C_GT,C_TA,C_TC,C_TG,C_TT,G_AA,G_AC,G_AG,G_AT,G_CA,G_CC,G_CG,G_CT,G_GA,G_GC,G_GG,G_GT,G_TA,G_TC,G_TG,G_TT,T_AA,T_AC,T_AG,T_AT,T_CA,T_CC,T_CG,T_CT,T_GA,T_GC,T_GG,T_GT,T_TA,T_TC,T_TG,T_TT,label
URS00000938C2/Caldisericum,17,4,5,7,5,4,3,4,5,8,6,4,7,6,3,4,5,3,5,3,1,7,5,5,8,7,5,5,4,4,7,4,6,3,7,7,3,4,9,9,3,8,7,5,10,5,5,6,5,3,7,5,5,5,4,6,5,8,9,2,3,1,7,3,tmRNA
URS00000BF8F7/Neisseria,5,7,5,9,3,3,6,5,7,7,7,4,5,5,6,6,9,8,1,2,4,7,2,4,4,5,10,6,6,3,4,6,10,3,7,4,7,2,10,7,4,3,10,5,3,4,6,16,7,5,7,2,6,8,6,2,7,7,7,6,4,6,4,3,tmRNA
URS00001F7BDD/Yersinia,11,8,6,4,5,10,5,7,9,4,5,5,4,9,7,4,13,4,5,2,6,8,4,6,6,11,8,1,7,4,6,3,9,4,6,8,2,3,9,8,7,4,11,7,4,6,5,8,10,2,7,5,4,7,8,3,4,8,3,6,3,4,3,2,tmRNA
URS0000A18138/Marinobacter,2,5,7,6,5,6,6,9,6,10,5,3,5,7,2,3,10,7,5,4,5,7,7,8,5,6,11,5,4,7,8,3,7,9,5,2,4,5,15,6,6,1,4,7,5,8,7,6,9,4,4,2,8,3,4,5,5,13,4,4,2,6,0,2,tmRNA
URS0000DBD78C/Staphylococcus,5,8,6,11,13,3,3,5,5,5,2,3,11,9,4,6,9,4,2,5,2,7,5,5,3,6,4,7,7,5,1,4,4,3,5,8,3,2,5,6,2,3,5,7,4,2,7,12,14,5,4,6,3,5,6,4,8,5,5,6,6,6,11,8,tmRNA
URS0000DC0CE6/Staphylococcus,8,9,7,6,9,2,4,9,4,6,2,4,12,7,4,7,9,4,5,4,6,7,5,5,3,8,4,6,8,3,2,6,2,6,7,7,3,2,6,9,3,3,5,6,7,2,3,8,10,6,3,7,6,7,6,1,10,5,5,3,1,10,8,2,tmRNA
URS0000DC5D6B/Elizabethkingia,12,2,9,7,6,3,6,7,10,8,6,8,10,6,6,6,7,5,4,4,2,3,4,8,8,7,5,3,3,3,6,6,14,5,13,7,3,1,2,5,2,3,4,6,6,8,4,14,6,3,8,6,9,9,8,4,8,7,4,6,7,7,5,10,tmRNA
URS0000DCE398/Campylobacter,11,2,9,9,5,2,6,7,8,11,7,8,9,7,7,8,10,6,6,4,1,3,2,8,5,4,2,8,7,1,3,5,11,6,5,5,5,3,7,6,8,4,6,3,6,7,7,10,14,5,9,4,4,3,7,8,9,6,4,4,4,7,9,10,tmRNA
URS000031C631/Rothia,11,2,3,2,2,3,12,5,4,10,7,5,3,5,5,3,7,4,5,2,8,5,6,7,9,8,7,5,2,6,4,7,5,8,10,6,3,8,9,7,7,9,5,9,3,4,9,9,4,3,7,3,6,5,6,2,4,7,7,6,5,7,6,5,tmRNA
URS0000DEDEC2/Corynebacterium,4,3,4,4,5,9,9,4,5,7,5,1,4,3,3,6,3,9,9,3,4,3,6,4,9,8,13,6,5,6,11,3,5,6,12,1,4,11,9,12,9,10,5,10,2,7,5,10,3,4,5,2,6,8,6,3,8,6,8,6,1,4,5,4,tmRNA
URS0000AE409A/Chryseobacterium,10,3,6,8,8,6,4,7,9,11,5,8,6,7,6,6,14,6,5,3,3,2,4,9,6,6,2,2,6,2,6,4,15,2,11,6,4,2,2,4,2,2,5,8,3,7,4,22,5,3,11,3,6,6,8,6,9,9,9,4,6,7,8,10,tmRNA
URS0000AE796A/Candidatus,10,4,2,11,5,3,7,7,7,9,3,4,6,10,3,4,5,4,6,6,6,7,4,3,3,4,2,5,4,4,10,9,11,4,2,11,3,1,6,1,5,8,4,6,3,4,5,9,13,4,3,0,6,5,7,12,5,7,7,2,4,6,9,7,tmRNA
URS00002119F9/Pseudarthrobacter,6,5,3,4,5,7,8,5,6,7,3,3,3,5,5,5,6,7,3,5,4,9,8,6,10,8,14,7,2,8,4,3,5,4,6,6,9,9,8,6,7,6,8,4,3,5,11,7,4,5,9,3,5,6,5,5,3,9,4,3,4,5,2,5,tmRNA
URS0000AE8C50/Parcubacteria,13,4,7,9,9,7,3,10,6,5,3,7,8,4,5,15,9,7,4,2,4,5,2,3,8,2,4,3,6,5,3,14,7,3,8,6,3,5,5,5,3,5,4,6,5,4,7,8,14,3,8,12,9,5,2,5,4,9,8,5,8,10,8,14,tmRNA
URS000021239A/Thermodesulfobacterium,15,9,10,2,4,5,0,13,4,9,7,5,4,3,3,3,8,9,2,2,5,9,5,1,4,6,8,4,5,2,8,8,6,3,8,4,2,3,9,11,5,5,7,7,8,5,4,9,12,2,4,1,4,9,3,4,5,6,9,3,6,3,6,1,tmRNA
URS000008BA85/Blattabacterium,21,7,11,17,4,2,2,7,8,3,6,9,17,8,3,14,8,1,2,2,2,1,4,3,5,3,1,4,6,1,1,6,12,2,3,13,4,1,1,1,1,1,2,3,7,3,3,14,12,3,8,18,5,3,3,8,11,4,6,2,17,8,12,15,tmRNA
URS00002138AE/Leptospira,8,6,2,3,2,3,3,11,10,2,6,5,4,6,6,8,10,6,2,3,0,7,5,7,4,5,4,6,4,5,3,9,6,7,6,7,4,7,5,6,3,1,6,6,3,4,6,11,7,2,9,2,8,5,6,2,6,8,11,3,7,8,5,6,tmRNA
URS00002149A7/Pseudovibrio,2,1,0,1,1,3,1,0,0,0,1,0,2,1,2,2,0,2,2,3,1,3,2,1,1,2,4,2,0,1,0,1,2,2,0,0,2,1,2,2,1,4,3,0,2,1,0,0,2,1,0,0,2,1,3,0,0,2,1,0,0,0,0,0,tmRNA
URS0000214D7A/Methylobacterium,3,2,3,3,5,4,4,3,3,5,5,2,0,3,2,1,4,7,4,0,0,5,8,1,4,6,7,5,2,5,4,2,7,4,2,2,5,3,5,7,4,6,9,6,4,5,3,4,3,1,2,1,0,4,9,2,3,3,6,0,1,2,1,1,tmRNA
URS0000214FDE/Helicobacter,17,9,10,4,12,3,1,13,3,8,4,5,5,5,5,13,8,8,9,3,6,7,0,5,6,5,2,1,3,1,6,8,7,5,3,4,4,1,2,6,1,5,3,5,6,4,5,16,14,6,8,3,3,4,6,6,12,3,6,6,11,6,4,12,tmRNA
URS0000AED364/Zetaproteobacteria,4,5,4,4,4,7,5,2,5,5,4,8,5,6,6,8,7,9,2,6,4,6,6,5,7,3,9,2,3,1,5,8,5,5,5,6,5,4,6,6,3,5,5,7,6,5,8,10,9,5,2,5,7,5,9,3,8,6,6,6,1,8,6,3,tmRNA
URS0000210131/uncultured,11,5,9,4,5,6,3,9,8,8,4,3,7,7,3,4,11,4,7,0,3,2,5,7,5,6,7,5,7,3,7,3,7,3,6,7,4,4,10,5,4,6,9,6,2,5,6,11,11,3,5,4,3,8,5,4,5,9,3,6,4,4,5,1,tmRNA
URS00002106DF/Candidatus,16,2,1,13,3,0,1,2,2,0,1,3,17,3,1,12,3,0,0,2,1,1,0,0,1,0,0,0,2,2,2,1,2,0,0,2,1,0,1,0,0,0,2,3,3,1,1,3,16,4,2,15,1,0,1,3,3,0,1,1,8,2,2,11,tmRNA
URS0000AF382A/Candidatus,4,5,5,1,3,3,5,10,1,12,5,5,3,5,4,5,6,5,3,4,2,8,6,2,6,5,13,5,4,6,6,5,4,5,7,6,7,2,8,8,5,8,11,4,6,5,6,9,12,3,5,2,4,6,9,4,6,6,3,4,4,4,2,5,tmRNA
URS0000AF54F2/Sphingomonadales,8,3,7,5,3,8,9,5,3,5,8,6,4,4,5,2,6,6,3,5,7,4,11,2,7,6,13,6,5,2,7,3,6,5,5,5,5,7,13,5,4,14,9,9,5,4,6,4,7,8,2,3,4,8,1,0,6,5,2,3,4,4,5,5,tmRNA
URS0000215BC1/Lactobacillus,14,1,7,11,1,0,2,9,4,5,1,15,9,4,4,10,2,4,4,5,1,3,2,5,2,5,2,3,8,1,5,5,3,2,4,6,4,1,6,2,7,3,7,4,11,4,9,18,10,9,12,4,3,5,8,6,6,9,8,8,13,3,7,9,tmRNA
URS0000E1F3C3/Chryseobacterium,11,4,8,11,8,5,6,8,9,12,4,6,7,7,5,4,12,4,5,3,4,2,2,8,5,10,5,2,3,4,5,4,14,2,13,9,2,1,4,4,3,2,4,6,7,8,6,14,6,2,8,3,7,6,6,7,12,6,7,4,6,5,8,11,tmRNA
URS0000AF8EC1/Candidatus,12,5,3,3,5,4,5,1,6,5,10,3,3,6,5,1,3,1,4,7,1,4,6,5,6,13,9,5,6,8,7,5,8,5,9,5,4,7,12,8,8,6,11,7,2,4,6,10,5,2,1,5,5,5,10,8,2,11,5,3,3,4,6,7,tmRNA
URS00000C0725/Ehrlichia,2,0,2,2,1,1,0,2,0,2,3,1,3,0,2,0,0,1,1,2,0,2,2,1,1,1,0,1,1,2,0,0,1,2,1,3,4,1,0,0,0,2,1,1,0,1,1,1,4,0,1,0,1,0,0,1,2,1,2,0,2,1,1,4,tmRNA
URS00000C0897/Streptococcus,8,5,7,11,4,2,2,6,5,8,3,7,5,5,5,6,5,7,2,3,3,6,4,2,3,5,3,3,10,1,6,5,3,1,6,5,5,0,8,9,4,0,5,6,6,10,4,12,7,6,5,9,2,2,7,7,10,10,4,6,10,2,10,8,tmRNA
URS00000E8DBD/Desulfofundulus,9,8,6,3,4,9,7,3,4,6,9,2,4,2,1,3,12,5,4,2,3,9,7,4,4,13,13,9,3,4,4,1,7,3,8,3,7,8,11,7,10,6,18,4,3,7,8,6,5,3,2,1,2,5,7,5,3,8,5,0,1,3,3,2,tmRNA
URS0000A4335C/Bacillus,5,5,5,6,4,3,10,10,7,9,5,5,7,4,1,4,8,7,8,4,7,7,6,6,8,5,7,3,8,3,5,3,5,7,10,3,3,4,8,10,9,12,4,2,4,6,4,7,5,4,7,2,2,7,8,1,7,9,2,2,2,5,5,1,tmRNA
URS0000A4F039/Serratia,8,4,8,5,5,10,4,4,8,7,5,4,5,6,4,4,12,5,7,2,5,8,2,9,6,9,7,2,6,4,7,1,6,3,7,7,1,7,12,7,6,6,11,6,4,6,6,8,9,1,5,3,4,6,6,3,4,7,6,7,3,5,3,2,tmRNA
URS0000A6511F/Komagataeibacter,7,8,4,2,5,7,9,1,4,5,5,3,2,0,5,3,4,3,2,5,4,9,9,9,4,10,11,8,3,4,6,10,6,5,2,5,5,8,9,5,4,10,14,4,8,6,8,5,4,3,4,6,4,9,5,2,3,8,7,5,3,5,4,7,tmRNA
URS000021746B/Catenulispora,11,7,3,3,9,5,8,3,8,9,7,4,3,4,3,2,7,11,4,3,6,11,10,5,9,15,15,7,1,4,7,4,4,5,12,1,11,14,14,10,7,9,8,2,2,7,5,5,3,6,5,5,4,5,4,1,5,4,4,1,0,5,4,1,tmRNA
URS0000039020/Cellulosilyticum,7,4,7,7,5,6,4,7,4,7,8,5,5,6,3,4,6,7,4,6,4,6,3,8,4,4,8,3,5,8,3,6,4,5,9,3,8,2,4,9,3,9,8,4,6,5,6,7,11,3,4,3,3,4,7,5,10,5,6,2,5,4,5,2,tmRNA
URS0000017AE5/Hyphomonas,4,2,5,3,2,2,1,4,3,6,3,2,2,1,3,3,6,5,2,0,2,5,4,3,6,2,5,2,3,1,4,3,6,1,2,1,2,7,10,3,2,7,9,4,1,3,4,5,2,2,6,0,2,1,3,3,3,7,2,2,1,3,1,2,tmRNA
URS00009D8409/Mycobacterium,2,4,6,1,9,7,15,1,5,8,6,2,1,6,3,5,3,9,7,3,5,5,10,7,9,7,14,6,5,10,6,1,7,9,8,6,8,8,6,9,15,8,6,6,0,9,5,5,5,2,7,3,3,5,9,1,5,9,4,3,0,3,0,2,tmRNA
URS0000737AE1/Stenotrophomonas,7,5,2,2,4,3,5,9,4,6,6,2,2,8,5,3,5,11,4,2,7,7,7,6,4,13,11,7,4,5,9,6,4,4,8,6,5,4,11,8,6,12,13,9,2,7,14,9,5,1,5,3,8,9,9,7,5,9,6,7,2,6,4,0,tmRNA
URS0000086CA5/[Clostridium],13,6,7,9,3,1,1,12,5,8,3,3,11,5,11,9,9,4,0,4,3,4,1,5,2,2,5,3,9,2,3,6,7,2,6,6,7,2,3,3,1,2,5,6,7,4,4,11,9,9,8,9,4,4,6,4,11,5,5,8,7,4,5,4,tmRNA
URS0000087059/Azoarcus,2,3,7,3,3,3,9,8,4,4,5,8,3,8,3,2,9,7,5,2,0,9,7,8,7,12,17,7,4,3,5,2,6,3,9,3,5,9,13,10,4,12,10,7,7,8,7,8,4,5,5,3,10,6,4,1,4,9,7,2,4,5,5,0,tmRNA
URS0000054FE5/Brucella,6,5,8,2,8,9,5,2,4,7,9,1,3,3,4,1,4,10,2,4,6,7,4,8,6,6,11,5,3,2,3,5,8,5,3,2,6,3,11,5,3,5,12,9,6,8,8,4,6,2,5,6,3,4,2,4,2,8,6,3,4,2,4,3,tmRNA
URS000005FBFE/Synechococcus,1,3,3,2,7,9,3,3,2,2,7,3,2,2,6,2,5,5,4,5,6,7,4,4,4,9,7,7,2,5,3,6,8,3,4,0,4,7,1,7,6,4,8,3,1,7,8,6,3,6,5,1,3,6,8,5,4,2,5,3,0,7,0,2,tmRNA
URS0000A2044E/Oleiphilus,6,4,8,3,7,5,8,7,4,6,13,5,5,8,7,4,11,10,3,3,3,9,6,8,9,6,4,10,4,3,5,3,8,8,5,5,9,5,5,5,3,9,5,7,4,4,14,7,8,9,6,4,7,4,4,6,5,7,4,4,8,2,3,1,tmRNA
URS00000A7A1A/Clostridium,8,3,8,3,0,5,5,9,8,4,11,2,5,5,8,8,6,6,4,3,2,5,4,3,5,7,5,3,7,4,4,5,11,6,6,6,4,1,6,8,7,6,10,8,4,5,6,9,9,1,8,5,6,6,4,6,6,8,8,3,5,3,3,2,tmRNA
URS00000AAC18/Clostridioides,6,4,6,6,4,2,1,5,4,6,5,10,7,3,5,10,3,7,2,3,1,5,5,6,4,6,6,0,5,6,9,3,8,6,8,3,4,3,7,11,8,3,9,7,7,3,7,7,8,2,9,4,4,4,4,6,9,7,9,6,3,6,6,3,tmRNA
URS00000B36E4/Lactococcus,11,8,7,9,5,2,3,10,3,4,6,6,3,6,5,6,5,4,3,3,5,9,3,5,6,7,5,2,6,5,3,7,6,4,5,4,4,2,6,7,4,2,6,4,5,4,13,9,13,6,2,5,5,2,6,5,7,11,2,8,7,4,7,6,tmRNA
URS00000B4389/Acinetobacter,6,9,7,5,3,4,5,8,5,9,2,3,5,6,3,8,6,5,6,3,8,5,7,7,4,4,6,3,8,6,7,3,5,5,3,10,3,3,10,6,4,7,6,5,3,6,7,5,10,2,3,4,4,6,5,5,7,6,5,10,8,7,3,7,tmRNA
URS00000B83BB/Leifsonia,8,5,7,3,5,4,6,7,7,9,6,4,4,3,8,4,4,9,6,6,6,9,9,5,8,8,12,7,3,9,4,4,5,7,7,5,10,10,10,6,11,7,10,8,4,7,3,6,3,3,10,3,6,7,7,3,6,5,3,3,1,9,5,1,tmRNA
URS00000B8DF7/Gardnerella,10,6,2,4,4,2,6,6,5,4,7,6,4,7,10,7,5,6,5,4,6,6,8,5,9,10,7,8,3,5,7,5,5,6,11,5,5,4,6,8,8,8,8,7,6,10,5,9,7,5,7,3,5,8,13,8,6,9,3,4,4,4,3,4,tmRNA
URS0000088F2E/Listeria,9,5,7,5,6,4,4,9,2,6,7,8,9,6,5,5,8,7,5,6,3,6,2,5,7,1,6,6,6,7,5,2,5,1,5,7,4,3,4,8,6,7,7,4,12,6,7,7,8,5,7,8,3,4,12,5,8,8,3,5,3,6,4,5,tmRNA
URS0000218820/Cyclobacterium,3,3,6,7,4,5,2,6,4,10,9,5,10,6,7,6,8,7,3,6,4,8,4,4,3,7,9,9,7,3,6,4,3,4,9,6,6,4,5,14,6,5,6,8,5,6,13,12,7,7,9,6,6,7,9,5,15,4,7,3,4,7,5,3,tmRNA
URS0000218CF6/Prevotella,8,7,6,9,7,4,8,2,10,9,4,9,7,4,3,6,9,4,6,5,2,5,4,5,10,6,10,3,6,3,5,3,9,8,8,7,5,2,8,10,3,3,7,5,7,9,11,10,6,4,6,2,5,6,10,4,7,8,6,10,3,6,7,4,tmRNA
URS00002198BA/Chlorobium,6,4,4,4,9,5,4,2,8,9,8,4,5,10,6,5,4,4,5,6,4,7,9,3,8,7,14,4,3,5,5,7,5,7,8,11,8,6,3,9,5,9,7,6,5,4,10,12,6,3,9,8,8,4,11,4,7,8,2,7,3,5,7,3,tmRNA
URS0000B03625/Halomonadaceae,8,4,8,7,4,7,7,7,9,5,6,6,4,7,3,4,11,10,4,3,5,6,8,2,8,7,6,5,4,7,11,3,2,5,7,7,7,6,16,5,6,11,6,5,9,4,6,4,9,4,6,2,4,7,4,6,4,9,5,6,3,3,0,3,tmRNA
URS0000091C6C/Streptococcus,14,7,5,9,4,3,4,5,3,5,3,7,7,7,5,7,4,5,7,3,2,4,2,2,6,4,4,2,6,2,6,3,3,1,3,6,8,1,3,10,4,2,5,7,7,4,6,13,8,6,4,10,3,2,7,3,9,8,6,6,7,3,10,10,tmRNA
URS0000B04F23/Nitrosospira,7,4,7,7,5,4,8,4,6,8,3,5,9,6,2,6,5,6,6,4,4,8,5,5,4,7,12,8,3,5,5,4,5,6,7,6,8,3,9,11,2,5,10,4,7,6,4,7,10,9,2,1,5,6,7,0,8,8,4,4,4,2,6,0,tmRNA
URS0000B05E22/Candidatus,6,4,5,6,4,4,3,5,6,10,9,2,6,4,7,12,7,7,7,3,8,5,7,4,5,3,7,3,5,4,7,5,6,7,7,6,8,6,5,7,8,4,5,9,4,5,1,7,8,6,5,4,4,6,3,9,7,3,10,2,3,10,4,5,tmRNA
URS0000B05F0E/Desulfobacteraceae,7,7,2,5,3,5,5,6,2,10,4,7,4,3,4,2,5,4,10,4,3,9,3,4,11,7,11,1,5,3,6,1,6,5,4,4,0,2,15,12,7,5,9,6,5,10,7,11,4,1,4,5,6,6,7,2,6,8,10,2,3,4,4,4,tmRNA
URS0000B06B1C/Paenibacillus,9,8,4,1,7,6,4,9,4,7,5,3,5,3,4,4,6,7,3,4,3,8,5,10,3,4,12,5,6,9,7,3,1,3,10,7,6,3,6,9,8,7,12,7,7,7,7,4,6,7,3,5,6,2,8,3,5,8,7,5,3,6,4,3,tmRNA
URS0000B08F95/Campylobacter,8,2,6,7,1,3,6,6,3,7,4,12,7,6,2,12,8,3,3,2,2,3,2,4,1,3,2,1,5,5,7,10,7,2,10,3,7,2,1,7,6,3,4,10,5,5,8,11,13,3,11,5,4,3,4,7,12,10,7,4,4,3,11,11,tmRNA
URS0000B09476/Candidatus,11,7,7,8,6,5,2,9,4,4,4,6,3,6,7,13,7,7,7,2,2,10,3,6,5,10,3,5,5,7,2,9,7,4,5,1,6,4,4,7,2,2,5,3,6,8,6,13,14,6,4,6,8,2,5,12,10,6,5,7,7,4,11,8,tmRNA
URS0000093C5B/Mycobacterium,3,2,5,3,7,6,15,4,3,10,7,0,2,6,3,2,5,11,6,3,4,7,12,5,8,10,15,6,4,9,4,2,5,8,8,7,7,10,6,10,17,8,5,5,3,8,5,5,2,2,8,1,4,5,9,1,5,7,5,4,0,4,1,0,tmRNA
URS000021F464/Taylorella,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,2,0,2,0,0,0,4,2,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,2,3,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,3,0,1,0,0,1,1,3,tmRNA
URS000021F7FD/Aerococcus,12,6,8,7,10,1,2,9,5,3,3,7,10,9,7,5,8,4,7,7,3,6,3,4,6,4,6,2,3,7,1,5,8,1,4,4,5,4,1,6,2,4,5,7,8,4,4,13,6,10,5,8,3,5,11,4,5,7,5,7,11,2,5,6,tmRNA
URS00002209A9/Sphingomonas,3,1,1,1,1,2,1,0,0,1,2,0,2,0,1,0,0,1,0,3,0,3,3,0,1,4,6,1,1,0,0,0,0,2,2,1,1,2,4,2,1,1,4,2,2,2,1,1,1,0,0,1,2,1,1,0,1,3,0,0,1,0,1,0,tmRNA
URS0000B11FC8/Lonsdalea,8,6,10,4,5,7,5,6,6,9,6,4,8,7,1,3,11,6,8,0,5,7,2,8,4,7,8,4,6,3,7,2,7,3,7,8,1,4,10,9,5,3,10,8,5,6,6,8,10,0,4,4,4,9,6,1,6,9,3,6,5,4,4,2,tmRNA
URS0000B14259/Selenomonas,4,3,2,2,3,6,3,5,5,10,6,4,5,5,7,5,7,3,4,6,6,8,5,6,4,5,6,4,6,5,3,2,4,2,9,7,5,2,2,7,3,5,9,7,6,3,10,10,5,7,4,7,3,5,10,5,7,6,2,6,3,7,6,7,tmRNA
URS00000D7223/Hyphomonas,2,1,0,0,0,2,2,0,0,2,1,0,2,0,0,0,0,1,0,2,0,2,5,0,2,3,3,1,0,1,1,0,1,3,0,0,0,1,3,4,1,2,5,2,2,2,0,0,1,0,1,1,1,1,1,0,0,1,2,0,1,0,1,1,tmRNA
URS00000D7C7A/Acidothermus,6,2,4,2,3,7,8,3,7,11,4,4,4,5,1,2,4,6,4,3,4,11,11,5,7,16,20,6,2,6,5,2,7,5,16,4,7,13,11,12,11,8,12,4,2,7,11,2,3,3,4,1,4,3,9,2,3,7,7,3,0,4,2,0,tmRNA
URS00000DB4DE/Zymomonas,3,7,9,3,7,7,7,3,6,2,7,5,7,4,8,3,4,9,3,5,0,5,6,3,7,6,7,8,2,5,3,7,9,4,7,2,7,3,7,8,5,10,6,6,9,2,11,4,5,5,6,7,3,3,6,4,10,7,4,3,4,1,2,7,tmRNA
URS000008C8E9/Anaeromyxobacter,3,3,2,1,3,4,9,5,5,8,10,7,1,3,2,0,7,5,7,2,2,9,13,5,8,6,16,3,4,3,6,5,6,10,10,1,3,9,14,7,10,13,11,7,2,9,6,7,4,4,2,0,4,7,8,0,5,6,5,3,0,4,1,1,tmRNA
URS000008F7C1/Hafnia,10,7,7,4,6,7,3,10,7,8,6,3,10,7,2,4,12,5,10,0,7,5,1,5,4,7,5,3,6,3,6,2,6,2,10,8,1,3,11,6,6,5,9,6,3,5,5,11,11,1,4,5,2,6,6,3,6,7,5,8,5,5,4,2,tmRNA
URS0000090E2D/Caldicellulosiruptor,16,3,5,3,1,6,6,4,2,5,4,6,6,6,5,7,9,5,3,2,2,11,6,3,12,7,8,5,2,6,4,5,6,6,10,3,6,3,10,10,5,10,14,7,2,3,5,9,4,4,6,1,7,8,5,3,3,4,12,3,3,5,3,6,tmRNA
URS00000916A4/Anaerofustis,11,6,8,9,6,0,3,10,5,2,5,1,9,4,5,11,3,3,3,8,1,3,5,4,4,4,6,3,4,2,2,3,4,3,3,4,5,2,2,4,5,4,8,9,5,4,6,15,12,4,8,7,4,4,5,1,7,6,3,9,11,9,8,10,tmRNA
URS0000223384/Ramlibacter,2,3,5,3,8,4,4,4,6,8,7,6,3,7,7,1,4,9,9,4,6,9,3,2,8,8,6,3,3,2,8,6,8,4,8,4,3,8,12,9,6,8,6,6,1,6,4,8,7,2,3,4,7,6,5,1,8,3,6,5,0,4,6,3,tmRNA
URS0000223618/Leptospira,7,11,6,2,5,5,5,4,8,7,9,3,6,3,1,9,10,2,2,2,2,4,6,5,4,4,6,6,7,7,2,4,5,6,7,7,3,4,5,8,6,2,7,4,4,4,5,13,11,3,8,2,1,4,6,7,6,4,8,4,6,5,4,7,tmRNA
URS0000098700/Bartonella,5,2,3,7,5,4,6,2,4,3,3,5,5,2,7,4,8,5,1,2,1,4,5,4,1,3,6,3,3,3,0,3,5,4,5,4,3,1,4,4,2,4,9,5,4,3,5,5,9,3,3,2,3,2,1,2,4,4,7,4,6,3,3,7,tmRNA
URS000022368E/Agrobacterium,10,7,3,4,5,7,11,5,4,3,8,3,4,2,3,2,8,7,3,3,3,6,4,3,3,5,11,10,5,5,3,4,9,5,3,3,8,3,9,4,3,6,9,6,6,9,7,5,5,5,3,4,4,4,3,4,4,8,9,2,1,1,5,4,tmRNA
URS0000099E90/Peptoniphilus,15,6,5,6,2,2,8,8,5,3,6,5,9,5,5,9,7,6,3,1,4,5,4,2,2,5,4,4,6,4,1,5,6,5,6,4,4,0,6,7,6,4,8,7,2,3,5,12,15,4,6,5,3,2,4,3,8,5,5,6,6,6,6,7,tmRNA
URS0000B1A5AA/Candidatus,9,2,11,4,3,5,4,10,4,10,10,2,4,4,6,4,9,7,3,8,8,8,5,7,5,6,5,1,4,9,5,6,2,4,9,7,8,8,2,6,7,3,4,5,4,6,2,7,6,4,4,4,6,7,4,6,11,4,3,2,3,10,4,10,tmRNA
URS000009BED9/Pseudoramibacter,11,4,4,6,4,6,6,5,6,9,4,8,2,6,7,6,5,5,3,6,3,7,6,4,9,8,9,5,5,6,5,8,11,3,9,6,8,5,9,7,5,7,6,5,1,7,10,7,8,6,5,3,8,4,7,6,5,7,8,3,4,6,5,7,tmRNA
URS00000A1EDC/Candidatus,10,1,7,3,10,4,2,9,4,7,4,13,13,3,7,8,7,6,7,7,0,2,3,6,4,2,1,1,5,5,5,5,9,3,7,10,3,1,3,4,3,3,4,4,11,6,5,8,1,8,11,9,5,5,5,5,10,8,5,9,11,3,5,11,tmRNA
URS0000B1BE33/Parcubacteria,15,8,3,8,4,9,5,6,5,5,4,1,6,10,2,5,9,5,2,5,6,5,6,4,6,12,6,2,5,2,2,9,5,1,3,9,6,1,7,2,4,1,5,2,6,6,3,13,7,5,4,8,7,5,9,5,5,6,5,3,2,6,5,7,tmRNA
URS00000A22A9/Candidatus,16,4,13,8,6,4,4,12,4,4,3,6,13,10,6,11,6,5,2,2,4,2,3,5,5,9,3,4,8,6,4,7,9,3,3,6,3,1,2,9,7,3,2,5,8,5,2,7,21,6,12,9,5,4,4,7,5,5,3,5,5,5,6,7,tmRNA
URS00002247C6/Mycoplasma,17,9,4,13,10,3,2,5,6,7,1,5,15,5,10,13,12,3,4,5,2,2,3,1,1,2,4,4,5,3,2,6,5,3,8,2,4,1,2,4,1,4,5,4,9,4,2,12,18,2,3,18,9,4,2,6,6,8,5,5,6,1,10,10,tmRNA
URS00002249B1/Granulibacter,4,2,4,1,3,1,4,0,3,6,1,1,1,2,1,0,2,3,0,3,1,5,8,3,1,3,7,4,2,0,2,2,3,1,1,2,5,3,5,2,2,9,8,0,4,4,3,3,1,1,3,4,2,3,2,0,1,3,2,2,0,2,1,4,tmRNA
URS00000A2AD0/Mycobacterium,3,2,5,7,11,6,17,4,5,11,11,0,2,5,3,4,3,9,9,5,4,7,11,5,11,12,18,7,6,10,6,1,7,10,10,7,7,8,10,11,17,10,7,7,4,13,9,9,4,2,8,4,5,8,10,2,7,8,9,5,0,5,2,2,tmRNA
URS00000DEF52/Wolbachia,6,4,5,5,4,0,4,4,4,4,4,2,6,1,2,7,3,2,0,3,1,3,2,0,2,1,2,3,4,0,0,3,6,2,2,3,2,0,1,0,2,0,2,3,8,4,6,5,5,2,7,7,2,3,0,5,2,5,3,5,6,0,3,4,tmRNA
URS00000E0C79/Rickettsia,13,3,3,4,2,3,5,2,4,3,2,3,3,3,1,2,5,4,0,3,3,1,2,1,2,4,2,1,4,0,2,4,5,0,2,3,3,0,4,3,2,3,3,3,3,3,4,6,3,1,2,5,1,6,1,3,1,6,6,0,3,0,5,3,tmRNA
